masterid,year,crop,volume_m3,area_m2,depth_m,system
null_geo9,1997,-99,381564.7032,890309.2,0.428576509,-99
sheridan,1997,16,92498.6652,522044.94,0.177185674,3
null_geo9,1997,2,42616.734,218530.44,0.195015556,1
null_geo9,1997,2,199478.3856,627263.3,0.318014555,3
null_geo9,1997,2,126283.6824,408732.86,0.308964594,4
sheridan,1997,2,113566.5036,283280.2,0.400899086,4
null_geo9,1997,2,105807.9144,493716.92,0.214309377,3
sheridan,1997,2,161215.836,477529.48,0.337604746,3
null_geo9,1997,2,294801.72,971246.4,0.30353,4
null_geo9,1997,2,146155.0452,485623.2,0.3009646,4
sheridan,1997,2,159192.9288,497763.78,0.319816976,3
sheridan,1997,16,133474.8708,485623.2,0.2748534,3
null_geo9,1997,-99,0,0,0,1
null_geo9,1997,2,139000.8612,586794.7,0.236882152,4
null_geo9,1997,24,113788.53,971246.4,0.1171575,4
sheridan,1997,2,160389.4044,493716.92,0.324861836,4
null_geo9,1997,2,149115.3972,242811.6,0.6141212,3
null_geo9,1997,2,131402.6244,323748.8,0.4058793,1
sheridan,1997,2,237074.856,809372,0.2929128,6
null_geo9,1997,2,182407.0224,497763.78,0.366453854,3
sheridan,1997,2,102058.1352,509904.36,0.200152,3
sheridan,1997,2,154147.9956,501810.64,0.307184323,3
sheridan,1997,24,131094.2544,501810.64,0.261243097,3
sheridan,1997,2,220089.8364,546326.1,0.402855289,4
sheridan,1997,16,35770.92,267092.76,0.133927273,6
null_geo9,1997,2,142516.2792,477529.48,0.298445695,3
sheridan,1997,2,59046.6876,242811.6,0.2431796,3
sheridan,1997,2,167259.888,526091.8,0.317929846,3
sheridan,1997,2,241700.406,671778.76,0.35979253,6
sheridan,1997,2,130822.8888,424920.3,0.307877029,3
null_geo9,1997,2,166125.0864,481576.34,0.344961882,4
sheridan,1997,2,291310.9716,963152.68,0.30245637,3
null_geo9,1997,5,73589.4168,485623.2,0.1515364,3
null_geo9,1997,3,222902.1708,485623.2,0.4590034,3
null_geo9,1997,2,194976.1836,501810.64,0.388546258,3
null_geo9,1997,2,205732.1292,461342.04,0.445943789,3
sheridan,1997,2,91573.5552,242811.6,0.3771392,3
sheridan,1997,16,129330.378,477529.48,0.270832881,3
null_geo9,1997,2,210777.0624,485623.2,0.4340352,3
sheridan,1997,2,184232.5728,465388.9,0.395868939,4
sheridan,1997,2,110729.4996,364217.4,0.304021067,4
sheridan,1997,2,336147.9696,627263.3,0.535897394,1
sheridan,1997,2,165742.7076,615122.72,0.269447211,6
null_geo9,1997,2,179286.318,485623.2,0.369189,3
sheridan,1997,2,174056.3628,493716.92,0.352543672,3
sheridan,1997,2,183973.542,501810.64,0.366620323,3
sheridan,1997,25,140912.7552,550372.96,0.256032,3
sheridan,1997,2,131723.3292,497763.78,0.264630829,4
sheridan,1997,24,70246.686,493716.92,0.142281639,3
sheridan,1997,2,161709.228,323748.8,0.499491,1
null_geo9,1997,2,167518.9188,428967.16,0.390517811,4
sheridan,1997,2,190782.3516,424920.3,0.448984914,1
null_geo9,1997,2,197443.1436,485623.2,0.4065778,4
sheridan,1997,2,333027.2652,971246.4,0.3428873,4
null_geo9,1997,2,348865.1484,942918.38,0.369985339,4
sheridan,1997,2,114022.8912,497763.78,0.229070829,4
sheridan,1997,2,146081.0364,437060.88,0.334235778,4
sheridan,1997,2,244031.6832,813418.86,0.300008119,6
null_geo9,1997,2,163534.7784,586794.7,0.278692303,4
null_geo9,1997,2,224394.6816,768903.4,0.291837979,4
sheridan,1997,23,183159.4452,607029,0.30173168,1
sheridan,1997,24,156577.9512,501810.64,0.31202671,3
sheridan,1997,2,336147.9696,627263.3,0.535897394,1
null_geo9,1997,2,167259.888,485623.2,0.344424,5
sheridan,1997,5,143922.4464,987433.84,0.145754361,4
sheridan,1997,25,178509.2256,1011715,0.176442624,4
null_geo9,1997,2,175265.1732,647497.6,0.27068145,3
null_geo9,1997,2,121522.4496,477529.48,0.254482169,3
null_geo9,1997,2,157959.4488,485623.2,0.3252724,5
null_geo9,1997,2,164792.928,404686,0.4072128,3
sheridan,1997,2,188216.7132,1092652.2,0.172257156,4
sheridan,1997,2,101231.7036,485623.2,0.2084578,3
null_geo9,1997,2,335284.5336,987433.84,0.339552197,6
sheridan,1997,2,193286.316,485623.2,0.398018,4
null_geo9,1997,5,63955.938,485623.2,0.131699,3
null_geo9,1997,2,209864.2872,485623.2,0.4321556,4
sheridan,1997,2,135325.0908,404686,0.33439608,4
sheridan,1997,2,199811.4252,728434.8,0.274303067,4
sheridan,1997,2,301166.4768,607029,0.49613312,6
null_geo9,1997,15,457880.1108,1396166.7,0.327955965,1
null_geo9,1997,2,130008.792,493716.92,0.263327213,3
sheridan,1997,25,209222.8776,534185.52,0.391668,1
sheridan,1997,2,148807.0272,416826.58,0.357000699,4
null_geo9,1997,2,204770.0148,578700.98,0.353845091,3
null_geo9,1997,2,219127.722,485623.2,0.451231,3
sheridan,1997,2,136866.9408,501810.64,0.272746839,3
sheridan,1997,2,96186.7704,485623.2,0.1980692,3
sheridan,1997,9,59614.0884,517998.08,0.115085813,3
sheridan,1997,2,123607.0308,497763.78,0.248325268,4
null_geo9,1997,2,102600.8664,477529.48,0.214858169,3
sheridan,1997,2,153716.2776,493716.92,0.311345705,4
null_geo9,1997,2,197467.8132,485623.2,0.4066286,4
null_geo9,1997,2,214637.8548,404686,0.53038248,4
null_geo9,1997,2,0,32374.88,0,1
sheridan,1997,2,168740.064,501810.64,0.336263226,3
null_geo9,1997,2,214798.2072,493716.92,0.435064525,4
null_geo9,1997,26,187007.9028,979340.12,0.190953421,4
null_geo9,1997,2,218227.2816,987433.84,0.221004984,3
sheridan,1997,-99,0,0,0,-99
sheridan,1997,4,133684.5624,497763.78,0.268570927,3
sheridan,1997,2,130958.5716,485623.2,0.2696718,4
sheridan,1997,2,178521.5604,485623.2,0.3676142,3
sheridan,1997,2,119462.538,412779.72,0.289410588,1
null_geo9,1997,2,325034.3148,979340.12,0.331891934,4
sheridan,1997,2,63881.9292,566560.4,0.112754229,3
null_geo9,1997,24,437219.3208,951012.1,0.459742162,4
null_geo9,1997,2,187377.9468,607029,0.30868112,4
sheridan,1997,2,25644.0492,121405.8,0.2112264,1
sheridan,1997,2,217561.2024,991480.7,0.219431118,4
sheridan,1997,2,86158.578,530138.66,0.162521221,4
sheridan,1997,2,133314.5184,566560.4,0.2353056,4
sheridan,1997,2,195888.9588,465388.9,0.420915548,1
null_geo9,1997,2,204683.6712,396592.28,0.516107265,4
null_geo9,1997,1,254380.5804,485623.2,0.5238242,3
sheridan,1997,2,154419.3612,501810.64,0.307725097,3
null_geo9,1997,2,130761.2148,477529.48,0.27382922,3
null_geo9,1997,4,204634.332,493716.92,0.414478033,4
sheridan,1997,2,156713.634,530138.66,0.295609466,6
null_geo9,1997,2,142750.6404,493716.92,0.289135279,4
null_geo9,1997,2,325367.3544,870074.9,0.373954158,4
sheridan,1997,2,221446.6644,534185.52,0.414551091,3
null_geo9,1997,2,336147.9696,627263.3,0.535897394,1
sheridan,1997,2,149658.1284,485623.2,0.3081782,3
null_geo9,1997,2,367947.084,971246.4,0.378841,3
null_geo9,1997,2,230451.0684,505857.5,0.455566272,4
sheridan,1997,2,266419.3452,526091.8,0.506413477,4
null_geo9,1997,3,68137.4352,303514.5,0.22449536,1
null_geo9,1997,2,227651.0688,708200.5,0.321450789,4
null_geo9,1997,2,383883.6456,987433.84,0.388769902,4
null_geo9,1997,29,115836.1068,517998.08,0.223623188,4
null_geo9,1997,2,145859.01,485623.2,0.300355,3
sheridan,1997,2,134918.0424,445154.6,0.303082036,4
sheridan,1997,2,144452.8428,453248.32,0.3187065,4
sheridan,1997,2,133721.5668,505857.5,0.264346944,3
null_geo9,1997,2,82680.1644,465388.9,0.177658643,4
sheridan,1997,4,119129.4984,465388.9,0.255978991,3
sheridan,1997,2,121744.476,433014.02,0.281156636,1
null_geo9,1997,1,208914.5076,485623.2,0.4301998,3
sheridan,1997,25,266419.3452,566560.4,0.470241086,6
null_geo9,1997,2,102144.4788,493716.92,0.206889246,3
sheridan,1997,2,266419.3452,526091.8,0.506413477,4
null_geo9,1997,2,135288.0864,465388.9,0.290699687,3
sheridan,1997,2,166371.7824,493716.92,0.336978885,3
sheridan,1997,2,137977.0728,493716.92,0.279466623,3
sheridan,1997,2,231499.5264,744622.24,0.310896,6
sheridan,1997,2,119647.56,457295.18,0.261642478,4
sheridan,1997,2,136163.8572,493716.92,0.275794033,4
null_geo9,1997,2,285316.2588,890309.2,0.320469491,4
sheridan,1997,24,156294.2508,501810.64,0.311461355,3
sheridan,1997,2,195888.9588,485623.2,0.4033774,4
null_geo9,1997,5,77943.6012,485623.2,0.1605026,3
null_geo9,1997,-99,0,0,0,-99
sheridan,1997,25,171737.4204,995527.56,0.172509366,4
null_geo9,1997,2,306618.4584,971246.4,0.3156966,3
null_geo9,1997,2,101823.774,485623.2,0.209677,3
sheridan,1997,2,228946.2228,485623.2,0.4714494,3
sheridan,1997,2,218325.96,424920.3,0.513805714,4
null_geo9,1997,2,267776.1732,809372,0.33084516,3
null_geo9,1997,2,152544.4716,971246.4,0.1570609,4
sheridan,1997,2,149658.1284,465388.9,0.321577252,4
null_geo9,1997,2,161400.858,485623.2,0.332359,3
sheridan,1997,2,137298.6588,485623.2,0.2827274,3
sheridan,1997,2,131044.9152,404686,0.32381952,3
null_geo9,1997,2,194458.122,485623.2,0.400431,3
sheridan,1997,16,79214.0856,449201.46,0.176344649,3
null_geo9,1997,2,161018.4792,485623.2,0.3315716,3
sheridan,1997,16,222396.444,631310.16,0.352278462,1
sheridan,1997,2,202290.72,485623.2,0.41656,6
sheridan,1997,2,255108.3336,696059.92,0.366504279,4
null_geo9,1997,2,311799.0744,979340.12,0.318377455,4
sheridan,1997,25,94435.2288,619169.58,0.152519529,1
sheridan,1997,24,223259.88,728434.8,0.306493333,1
null_geo9,1997,2,211060.7628,501810.64,0.420599419,4
null_geo9,1997,2,205362.0852,485623.2,0.4228846,3
null_geo9,1997,2,212158.56,971246.4,0.21844,4
sheridan,1997,2,102551.5272,424920.3,0.241343543,3
null_geo9,1997,2,175931.2524,485623.2,0.3622802,3
null_geo9,1997,2,172662.5304,505857.5,0.341327232,3
sheridan,1997,2,137755.0464,481576.34,0.286050958,1
sheridan,1997,2,156713.634,497763.78,0.314836098,6
null_geo9,1997,2,283984.1004,987433.84,0.287598787,4
null_geo9,1997,2,97975.3164,364217.4,0.269002933,3
null_geo9,1997,2,179520.6792,489670.06,0.366616463,3
sheridan,1997,2,140838.7464,449201.46,0.313532108,4
sheridan,1997,2,125913.6384,493716.92,0.255032656,4
sheridan,1997,2,135534.7824,493716.92,0.274519869,4
sheridan,1997,2,134079.276,485623.2,0.276098,3
sheridan,1997,2,65769.1536,323748.8,0.2031492,1
sheridan,1997,2,99554.1708,667731.9,0.149093382,4
sheridan,1997,2,68347.1268,242811.6,0.2814828,4
null_geo9,1997,24,354946.2048,971246.4,0.3654552,3
sheridan,1997,2,155406.1452,497763.78,0.312209366,3
null_geo9,1997,2,275275.7316,870074.9,0.3163824,3
sheridan,1997,25,266419.3452,546326.1,0.487657422,6
null_geo9,1997,2,142516.2792,485623.2,0.2934716,4
sheridan,1997,2,146525.0892,501810.64,0.291993484,3
sheridan,1997,2,104660.778,501810.64,0.208566774,4
sheridan,1997,2,187377.9468,501810.64,0.373404581,3
null_geo9,1997,2,173427.288,497763.78,0.348413659,4
sheridan,1997,2,92942.718,485623.2,0.191389,3
null_geo9,1997,2,0,505857.5,0,4
sheridan,1997,2,107880.1608,485623.2,0.2221484,4
null_geo9,1997,2,535663.3596,1011715,0.529461984,3
null_geo9,1997,2,210542.7012,485623.2,0.4335526,4
sheridan,1997,2,178854.6,522044.94,0.342604651,4
sheridan,1998,2,235829.0412,635357.02,0.37117651,6
null_geo9,1998,4,108842.2752,493716.92,0.220455344,4
sheridan,1998,24,142947.9972,501810.64,0.284865097,4
sheridan,1998,2,213133.0092,562513.54,0.378894906,4
sheridan,1998,2,112444.0368,485623.2,0.2315464,5
sheridan,1998,2,251333.8848,647497.6,0.3881628,4
sheridan,1998,2,201439.6188,675825.62,0.298065198,4
null_geo9,1998,2,102156.8136,526091.8,0.194181046,1
sheridan,1998,4,130600.8624,485623.2,0.2689352,4
null_geo9,1998,2,169887.2004,477529.48,0.355763593,3
null_geo9,1998,24,179471.34,1052183.6,0.170570769,3
null_geo9,1998,2,212590.278,501810.64,0.423647419,3
null_geo9,1998,2,231918.9096,505857.5,0.458467968,3
null_geo9,1998,2,137779.716,477529.48,0.28852678,3
sheridan,1998,2,155652.8412,493716.92,0.315268131,4
null_geo9,1998,-99,196629.0468,396592.28,0.495797633,-99
sheridan,1998,2,356315.3676,930777.8,0.382815548,4
null_geo9,1998,2,92770.0308,230671.02,0.402175579,4
sheridan,1998,2,160352.4,542279.24,0.295701493,4
sheridan,1998,2,130600.8624,485623.2,0.2689352,3
sheridan,1998,24,196184.994,501810.64,0.390955161,4
sheridan,1998,2,187377.9468,505857.5,0.370417344,4
null_geo9,1998,2,202636.0944,485623.2,0.4172712,3
sheridan,1998,2,144995.574,607029,0.2388616,5
sheridan,1998,2,114306.5916,493716.92,0.231523082,4
null_geo9,1998,2,364801.71,505857.5,0.7211568,3
null_geo9,1998,2,128059.8936,485623.2,0.2637028,4
sheridan,1998,2,152014.0752,501810.64,0.302931871,3
null_geo9,1998,2,113036.1072,364217.4,0.310354133,3
null_geo9,1998,2,161326.8492,485623.2,0.3322066,4
null_geo9,1998,2,159525.9684,485623.2,0.3284982,3
sheridan,1998,2,329326.8252,1068371.04,0.308252091,3
null_geo9,1998,25,601185.8172,1821087,0.330125493,4
null_geo9,1998,2,124692.4932,485623.2,0.2567686,3
sheridan,1998,16,74206.1568,477529.48,0.155396339,6
sheridan,1998,2,177423.7632,493716.92,0.359364197,3
null_geo9,1998,2,231043.1388,485623.2,0.4757674,4
sheridan,1998,2,155850.198,497763.78,0.313101463,4
null_geo9,1998,2,389471.31,942918.38,0.413049785,4
sheridan,1998,2,128133.9024,424920.3,0.3015488,4
null_geo9,1998,2,143083.68,465388.9,0.307450435,4
null_geo9,1998,2,192965.6112,469435.76,0.411059586,3
sheridan,1998,2,141282.7992,485623.2,0.2909316,4
sheridan,1998,2,232214.9448,485623.2,0.4781804,3
null_geo9,1998,2,133943.5932,404686,0.33098232,4
sheridan,1998,2,144526.8516,485623.2,0.2976118,3
sheridan,1998,2,130687.206,590841.56,0.221188767,4
null_geo9,1998,2,322974.4032,667731.9,0.483689891,4
null_geo9,1998,2,160525.0872,485623.2,0.3305556,3
null_geo9,1998,2,225282.7872,493716.92,0.45630059,4
sheridan,1998,2,132759.4524,489670.06,0.27112086,3
null_geo9,1998,2,322789.3812,1011715,0.319052448,4
null_geo9,1998,24,224851.0692,1052183.6,0.213699969,3
sheridan,1998,25,158896.8936,550372.96,0.288708353,6
sheridan,1998,2,187377.9468,505857.5,0.370417344,4
sheridan,1998,2,136546.236,505857.5,0.26993088,4
null_geo9,1998,2,253739.1708,526091.8,0.482310831,4
sheridan,1998,2,315548.8536,971246.4,0.3248914,6
sheridan,1998,2,187377.9468,445154.6,0.4209288,4
sheridan,1998,2,223013.184,825559.44,0.270136471,4
null_geo9,1998,2,134091.6108,485623.2,0.2761234,3
sheridan,1998,18,167765.6148,485623.2,0.3454654,3
sheridan,1998,16,45244.0464,550372.96,0.082206353,6
null_geo9,1998,25,212392.9212,1068371.04,0.198801182,6
sheridan,1998,2,175844.9088,485623.2,0.3621024,3
null_geo9,1998,2,163534.7784,485623.2,0.3367532,3
null_geo9,1998,2,320310.0864,667731.9,0.479699782,4
sheridan,1998,2,193853.7168,930777.8,0.208271165,4
sheridan,1998,25,226096.884,768903.4,0.294051789,4
null_geo9,1998,2,130107.4704,465388.9,0.279567861,3
sheridan,1998,2,186095.1276,485623.2,0.3832098,4
sheridan,1998,2,260005.2492,687966.2,0.377934071,6
null_geo9,1998,2,160327.7304,526091.8,0.304753108,3
null_geo9,1998,2,475370.8572,971246.4,0.4894453,4
sheridan,1998,2,119240.5116,485623.2,0.2455418,4
null_geo9,1998,2,271673.97,789137.7,0.344267692,1
null_geo9,1998,2,170639.6232,485623.2,0.3513836,4
sheridan,1998,2,178435.2168,384451.7,0.464130189,1
sheridan,1998,9,72220.254,465388.9,0.155182957,3
null_geo9,1998,2,175388.5212,485623.2,0.3611626,4
sheridan,1998,2,225418.47,546326.1,0.412608889,4
sheridan,1998,2,200329.4868,627263.3,0.319371406,1
sheridan,1998,2,133067.8224,526091.8,0.252937108,3
null_geo9,1998,2,141282.7992,485623.2,0.2909316,4
null_geo9,1998,16,241231.6836,979340.12,0.246321223,4
sheridan,1998,2,170343.588,534185.52,0.318885455,3
sheridan,1998,2,171762.09,493716.92,0.347896721,4
null_geo9,1998,2,154419.3612,526091.8,0.2935224,3
sheridan,1998,2,135818.4828,437060.88,0.310754889,1
sheridan,1998,2,170343.588,534185.52,0.318885455,3
sheridan,1998,2,170072.2224,574654.12,0.295956507,6
null_geo9,1998,2,137360.3328,526091.8,0.261096369,3
null_geo9,1998,25,324195.5484,728434.8,0.4450588,6
sheridan,1998,2,117994.6968,489670.06,0.240968331,3
null_geo9,1998,2,168184.998,485623.2,0.346329,4
null_geo9,1998,2,164768.2584,485623.2,0.3392932,3
null_geo9,1998,2,147030.816,465388.9,0.315931826,3
sheridan,1998,2,192373.5408,505857.5,0.380292864,4
null_geo9,1998,2,224715.3864,420873.44,0.533927538,4
sheridan,1998,2,165841.386,485623.2,0.341503,3
sheridan,1998,2,135041.3904,501810.64,0.269108903,3
sheridan,1998,2,28382.3748,505857.5,0.056107584,4
null_geo9,1998,2,166396.452,485623.2,0.342646,4
null_geo9,1998,2,137409.672,485623.2,0.282956,3
null_geo9,1998,2,194310.1044,485623.2,0.4001262,3
sheridan,1998,2,192373.5408,505857.5,0.380292864,4
null_geo9,1998,4,158514.5148,493716.92,0.321064328,4
sheridan,1998,2,192373.5408,505857.5,0.380292864,4
null_geo9,1998,4,131291.6112,485623.2,0.2703576,4
null_geo9,1998,2,204412.3056,485623.2,0.4209288,3
sheridan,1998,2,199009.6632,485623.2,0.4098036,4
sheridan,1998,24,104796.4608,501810.64,0.208837161,4
sheridan,1998,16,135053.7252,477529.48,0.282818237,3
null_geo9,1998,-99,0,0,0,-99
sheridan,1998,2,192373.5408,505857.5,0.380292864,4
sheridan,1998,2,176609.6664,550372.96,0.320891647,3
sheridan,1998,-99,0,0,0,-99
null_geo9,1998,2,130600.8624,445154.6,0.293383855,6
null_geo9,1998,2,141640.5084,445154.6,0.318183491,4
sheridan,1998,2,180285.4368,546326.1,0.3299968,3
sheridan,1998,2,198553.2756,607029,0.32709104,4
null_geo9,1998,2,176510.988,428967.16,0.41148,4
sheridan,1998,2,194877.5052,566560.4,0.3439668,4
sheridan,1998,2,209198.208,728434.8,0.287189333,4
sheridan,1998,2,135695.1348,485623.2,0.2794254,3
sheridan,1998,2,270169.1244,554419.82,0.487301781,3
null_geo9,1998,2,375755.0124,983386.98,0.382103802,4
null_geo9,1998,2,231672.2136,485623.2,0.4770628,3
null_geo9,1998,2,159390.2856,465388.9,0.342489183,3
null_geo9,1998,2,153395.5728,728434.8,0.210582933,4
sheridan,1998,-99,0,0,0,-99
sheridan,1998,2,160118.0388,485623.2,0.3297174,4
null_geo9,1998,25,340687.176,1040043.02,0.327571051,6
sheridan,1998,2,204239.6184,627263.3,0.325605058,1
sheridan,1998,2,136287.2052,505857.5,0.269418816,4
sheridan,1998,16,44972.6808,64749.76,0.694563,6
sheridan,1998,-99,0,0,0,-99
null_geo9,1998,-99,354317.13,910543.5,0.389128,-99
sheridan,1998,16,105783.2448,971246.4,0.1089152,3
null_geo9,1998,2,58627.3044,0,0,1
null_geo9,1998,2,204844.0236,627263.3,0.326568619,3
null_geo9,1998,2,167506.584,408732.86,0.409820198,4
sheridan,1998,2,81767.3892,283280.2,0.2886456,4
null_geo9,1998,2,103945.3596,485623.2,0.2140458,3
sheridan,1998,2,140222.0064,477529.48,0.29364122,3
null_geo9,1998,2,274819.344,971246.4,0.282956,3
null_geo9,1998,2,117538.3092,485623.2,0.2420366,3
sheridan,1998,2,149534.7804,497763.78,0.300413854,3
sheridan,1998,16,124199.1012,485623.2,0.2557526,3
null_geo9,1998,-99,0,0,0,-99
null_geo9,1998,2,167999.976,542279.24,0.309804179,4
null_geo9,1998,4,200329.4868,971246.4,0.2062607,4
sheridan,1998,2,153309.2292,493716.92,0.310521246,4
null_geo9,1998,2,90821.1324,242811.6,0.3740404,4
null_geo9,1998,24,135707.4696,509904.36,0.266143619,4
sheridan,1998,2,262743.5748,768903.4,0.341712884,6
null_geo9,1998,2,229180.584,497763.78,0.460421463,4
sheridan,1998,9,66459.9024,509904.36,0.130338286,3
sheridan,1998,2,173390.2836,501810.64,0.345530129,4
sheridan,1998,24,163251.078,501810.64,0.325324839,4
sheridan,1998,2,153309.2292,505857.5,0.303068736,4
sheridan,1998,16,37991.184,550372.96,0.069028235,6
null_geo9,1998,2,178657.2432,477529.48,0.374129085,3
sheridan,1998,2,53039.64,242811.6,0.21844,3
sheridan,1998,2,185540.0616,526091.8,0.352677046,4
sheridan,1998,2,248003.4888,671778.76,0.369175229,6
sheridan,1998,2,153716.2776,424920.3,0.361754057,6
null_geo9,1998,2,158896.8936,485623.2,0.3272028,4
sheridan,1998,2,303806.124,963152.68,0.31542958,4
null_geo9,1998,2,98123.334,485623.2,0.202057,3
null_geo9,1998,3,238431.684,485623.2,0.490982,3
null_geo9,1998,48,154666.0572,501810.64,0.30821671,3
null_geo9,1998,2,103908.3552,453248.32,0.229253143,3
sheridan,1998,25,77265.1872,263045.9,0.293733415,3
sheridan,1998,16,147992.9304,477529.48,0.309914441,3
null_geo9,1998,2,207779.706,485623.2,0.427863,3
sheridan,1998,2,177534.7764,465388.9,0.381477078,4
sheridan,1998,2,132488.0868,343983.1,0.385159624,4
sheridan,1998,2,258919.7868,485623.2,0.5331714,3
sheridan,1998,2,143083.68,546326.1,0.261902222,4
null_geo9,1998,2,141726.852,485623.2,0.291846,4
sheridan,1998,24,183356.802,493716.92,0.371381311,3
sheridan,1998,2,170343.588,505857.5,0.33674304,4
sheridan,1998,25,149904.8244,550372.96,0.272370176,6
sheridan,1998,2,136842.2712,497763.78,0.274914732,4
sheridan,1998,24,132870.4656,493716.92,0.26912341,4
sheridan,1998,2,163534.7784,323748.8,0.5051298,1
null_geo9,1998,2,141381.4776,428967.16,0.329586566,4
sheridan,1998,25,134992.0512,485623.2,0.2779776,3
null_geo9,1998,2,165816.7164,485623.2,0.3414522,4
sheridan,1998,2,331090.7016,971246.4,0.3408934,4
null_geo9,1998,2,363309.1992,942918.38,0.385303828,4
sheridan,1998,2,113492.4948,497763.78,0.228005268,4
sheridan,1998,2,180840.5028,437060.88,0.413766,4
sheridan,1998,2,54162.1068,813418.86,0.06658591,6
